===============INFO===============
=file=configFile
=popSize, mode, separateGen, elite, crossProb, mutProb, mutRate, maxGen, time, nTry, result


100;1;1;0.3;0.2;0.05;0.03;1000;1.52229905128479;1;303.0
100;1;1;0.3;0.2;0.05;0.03;1000;0.46639204025268555;2;239.0
100;1;1;0.3;0.2;0.05;0.03;1000;0.3953719139099121;3;208.0
100;1;1;0.3;0.2;0.05;0.03;1000;0.16545796394348145;4;238.0
100;1;1;0.3;0.2;0.05;0.03;1000;0.2426772117614746;5;281.0
100;1;1;0.3;0.2;0.05;0.03;10000;2.189685106277466;1;245.0
100;1;1;0.3;0.2;0.05;0.03;10000;2.252156972885132;2;220.0
100;1;1;0.3;0.2;0.05;0.03;10000;2.255131959915161;3;220.0
100;1;1;0.3;0.2;0.05;0.03;10000;2.2489869594573975;4;200.0
100;1;1;0.3;0.2;0.05;0.03;10000;2.2580690383911133;5;198.0
100;1;1;0.3;0.2;0.05;0.03;20000;4.447299957275391;1;219.0
100;1;1;0.3;0.2;0.05;0.03;20000;4.502758979797363;2;220.0
100;1;1;0.3;0.2;0.05;0.03;20000;4.512731075286865;3;199.0
100;1;1;0.3;0.2;0.05;0.03;20000;4.499366998672485;4;229.0
100;1;1;0.3;0.2;0.05;0.03;20000;4.615875959396362;5;200.0
100;1;1;0.3;0.2;0.05;0.05;1000;0.2547338008880615;1;252.0
100;1;1;0.3;0.2;0.05;0.05;1000;0.20517396926879883;2;299.0
100;1;1;0.3;0.2;0.05;0.05;1000;0.24993515014648438;3;248.0
100;1;1;0.3;0.2;0.05;0.05;1000;0.2689051628112793;4;219.0
100;1;1;0.3;0.2;0.05;0.05;1000;0.19395780563354492;5;241.0
100;1;1;0.3;0.2;0.05;0.05;10000;2.3604941368103027;1;216.0
100;1;1;0.3;0.2;0.05;0.05;10000;2.433850049972534;2;200.0
100;1;1;0.3;0.2;0.05;0.05;10000;2.4862208366394043;3;226.0
100;1;1;0.3;0.2;0.05;0.05;10000;2.392616033554077;4;254.0
100;1;1;0.3;0.2;0.05;0.05;10000;2.3985068798065186;5;221.0
100;1;1;0.3;0.2;0.05;0.05;20000;4.8694679737091064;1;200.0
100;1;1;0.3;0.2;0.05;0.05;20000;4.9305901527404785;2;220.0
100;1;1;0.3;0.2;0.05;0.05;20000;4.945551872253418;3;212.0
100;1;1;0.3;0.2;0.05;0.05;20000;4.857516050338745;4;200.0
100;1;1;0.3;0.2;0.05;0.05;20000;4.975887060165405;5;181.0
100;1;1;0.3;0.2;0.05;0.1;1000;0.20873308181762695;1;251.0
100;1;1;0.3;0.2;0.05;0.1;1000;0.27490806579589844;2;252.0
100;1;1;0.3;0.2;0.05;0.1;1000;0.286268949508667;3;279.0
100;1;1;0.3;0.2;0.05;0.1;1000;0.2030038833618164;4;257.0
100;1;1;0.3;0.2;0.05;0.1;1000;0.2719240188598633;5;229.0
100;1;1;0.3;0.2;0.05;0.1;10000;2.474454879760742;1;200.0
100;1;1;0.3;0.2;0.05;0.1;10000;2.4799368381500244;2;200.0
100;1;1;0.3;0.2;0.05;0.1;10000;2.4426698684692383;3;200.0
100;1;1;0.3;0.2;0.05;0.1;10000;2.431382894515991;4;192.0
100;1;1;0.3;0.2;0.05;0.1;10000;2.3242928981781006;5;220.0
100;1;1;0.3;0.2;0.05;0.1;20000;4.6696271896362305;1;212.0
100;1;1;0.3;0.2;0.05;0.1;20000;4.669945955276489;2;181.0
100;1;1;0.3;0.2;0.05;0.1;20000;4.58064603805542;3;214.0
100;1;1;0.3;0.2;0.05;0.1;20000;4.652119874954224;4;181.0
100;1;1;0.3;0.2;0.05;0.1;20000;4.872779846191406;5;220.0
100;1;1;0.3;0.2;0.1;0.03;1000;0.30463695526123047;1;248.0
100;1;1;0.3;0.2;0.1;0.03;1000;0.3290250301361084;2;241.0
100;1;1;0.3;0.2;0.1;0.03;1000;0.24672794342041016;3;220.0
100;1;1;0.3;0.2;0.1;0.03;1000;0.30902719497680664;4;236.0
100;1;1;0.3;0.2;0.1;0.03;1000;0.32827305793762207;5;200.0
100;1;1;0.3;0.2;0.1;0.03;10000;2.887982130050659;1;199.0
100;1;1;0.3;0.2;0.1;0.03;10000;2.9100089073181152;2;200.0
100;1;1;0.3;0.2;0.1;0.03;10000;2.75984787940979;3;208.0
100;1;1;0.3;0.2;0.1;0.03;10000;2.639178991317749;4;217.0
100;1;1;0.3;0.2;0.1;0.03;10000;2.777773141860962;5;192.0
100;1;1;0.3;0.2;0.1;0.03;20000;5.587468147277832;1;214.0
100;1;1;0.3;0.2;0.1;0.03;20000;5.4559948444366455;2;200.0
100;1;1;0.3;0.2;0.1;0.03;20000;5.3349528312683105;3;200.0
100;1;1;0.3;0.2;0.1;0.03;20000;5.368484020233154;4;211.0
